,revenue,counts,name
52660,20.093939112902333,1,M Productions
77845,20.093939112902333,1,Monarchy Enterprises S.a.r.l.
1301,19.5006421987555,1,Joseph M. Singer Entertainment
1302,17.914278361890357,11,Davis Entertainment
258,17.168505381195338,14,Scott Rudin Productions
6877,17.674695043806736,2,Grive Productions
11473,17.92582449491579,1,A.J.O.Z. Films
2236,16.583497256579275,2,Maguire Entertainment
5388,16.83735852860437,1,Sony Pictures Home Entertainment
8089,19.767026708021255,1,Animal Logic
494,16.63434538986936,2,AVCO Embassy Pictures
542,15.051704426858716,2,Guardian Trust Company
24449,15.536275153034705,1,RSL Entertainment Corp.
45300,15.536275153034705,1,Moviecorp VI
2270,15.579842987795576,1,China Film Group Corporation
2150,14.159576721536165,2,Greenestreet Films
23787,14.917742184711916,2,Eclipse Catering
7296,18.781460452918374,2,K/O Paper Products
23271,18.583640175414903,1,SOIXAN7E QUIN5E
23272,18.583640175414903,1,See Me Louisiana
17491,17.1337202023851,1,Milkshake Films
17492,17.1337202023851,1,Hargitay & Hargitay Pictures in Motion
64771,14.603967918328545,1,Tamm Productions
11661,17.200916509608607,5,Rysher Entertainment
3714,11.936950598599303,1,Here Films
25345,11.385092093460344,1,Central Motion Pictures
37434,11.385092093460344,1,Fauna Productions
435,19.309015026436338,9,Di Bonaventura Pictures
2767,18.598878870480437,5,Mace Neufeld Productions
6277,18.817128357614955,5,Skydance Productions
9341,17.73845583759717,1,Etalon film
11250,17.957315303670114,2,Buckaroo Entertainment
1785,14.932908998427246,4,Likely Story
12485,19.370393691323535,4,Overbrook Entertainment
1755,14.223595100470158,6,Allied Filmmakers
29,15.345159399033722,2,Topcraft
11489,15.072567437272621,1,HBO/Cinemax Documentary
12247,18.46609264224698,3,thinkfilm
89129,15.072567437272621,1,Creative Visions Productions
93091,15.072567437272621,1,Red Light Films
93092,15.072567437272621,1,Sundance Institute Documentary Fund
6735,16.144794102098174,19,Participant Media
8537,17.99346897294319,4,Closest to the Hole Productions
8539,18.17812440780321,2,Leverage Entertainment
86900,18.617811870707424,1,TIK Film
10761,19.401234265985455,3,Danjaq
8848,15.997196281295365,3,MHF Zweite Academy Film
11106,17.47395390450508,2,Marvel Knights
11533,16.68536069611713,3,Valhalla Motion Pictures
33808,16.126993249665578,1,SGF Entertainment
83338,16.126993249665578,1,Muse Entertainment
58572,12.884030043249131,1,Meteor 17
89194,12.884030043249131,1,Crew Neck Productions
2233,16.15390569198481,2,Bristol Bay Productions
2234,16.949886102539306,3,Baldwin Entertainment Group
2235,18.596896078995805,1,Desertlands Entertainment
4169,17.892599896543516,4,Kanzaman
12124,18.596896078995805,1,J.K. Livin Productions
12125,18.596896078995805,1,Moguletta
12126,17.520902844749443,2,Sahara Productions
10217,19.718637322508556,4,Walt Disney Feature Animation
248,18.489326406991374,7,Impact Pictures
2596,18.28908960842748,4,Jerry Weintraub Productions
2300,18.760129502748423,2,Key Creatives
12248,18.353745603883212,1,New Zealand Large Budget Screen Production Grant
90198,14.96676368267771,1,Kissaki Films
90199,14.96676368267771,1,Stacey Reiss Productions
6583,16.08763644347361,1,Reliance Big Pictures
12630,15.766193770584081,2,Studio Green
16079,15.473591004623424,1,Star Media
77442,15.473591004623424,1,Интерфест
77443,15.473591004623424,1,Реал-Дакота
729,15.262557744582077,6,Why Not Productions
1926,15.091850667464799,3,Les Films Du Fleuve
3132,16.402877239994105,2,Vlaams Audiovisueel fonds
7466,16.402877239994105,2,Radio Télévision Belge Francophone (RTBF)
10611,14.171494147229266,9,Ciné+
11779,14.743587783198283,2,Page 114
11793,17.064412143992897,1,Lumière
11794,17.064412143992897,1,Lunanime
11795,14.05335517341308,3,France Télévisions
11796,17.064412143992897,1,Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles
11797,16.402877239994105,2,VOO
11798,17.064412143992897,1,Région Provence-Alpes-Côte d'Azur
11799,17.064412143992897,1,Département des Alpes-Maritimes
11800,17.064412143992897,1,Casa Kafka Pictures Movie Tax Shelter Empowered by Dexia
675,17.750092169575314,6,Forward Pass
8758,17.914675350852647,1,Kaitz Productions
8759,17.914675350852647,1,Mann/Roth Productions
446,13.069425095011058,3,Thinkfilm
371,16.099092469993845,3,Cecchi Gori Group Tiger Cinematografica
1869,14.312679350282652,1,AMLF
23493,14.312679350282652,1,Bavaria Entertainment
41659,15.024988680179684,1,Round Films
41660,15.024988680179684,1,Rachael Horovitz Productions
55265,17.97612227138173,1,Chapter One Films
2320,15.763203689455963,7,UTV Motion Pictures
2957,16.177243512312348,1,Double Play
4354,17.143839202822875,2,"Geffen Company, The"
56482,16.64872390202049,1,Arachnid Productions Ltd.
7966,16.670519639790946,1,Outland Productions
2348,18.632414098098764,5,Nickelodeon Movies
59150,18.425585525820015,1,Klasky-Csupo
11273,15.440902328124785,1,Circle Films
614,16.784801623525645,1,Vanguard Films
8992,16.784801623525645,1,Scanbox
2649,13.629336389382829,1,New Real Films
8204,13.629336389382829,1,Lumanity Production
348,18.766539960457855,3,Bedford Falls Productions
430,18.752150009801884,3,Lonely Film Productions GmbH & Co. KG.
449,18.82931820045522,2,Virtual Studios
20938,18.956459917968854,1,Liberty Pictures
866,17.974163200941355,5,Pathé Renn Productions
7396,14.275100551710699,3,Pathe
19238,17.94541609980515,1,Two Brothers Productions
278,15.93411447293494,5,Propaganda Films
10146,16.365527938592294,21,Focus Features
4198,18.422986403874507,1,Ixtlan
686,18.884216901335044,2,Tiger Aspect Productions
3604,15.06593298095165,3,Grindstone Entertainment Group
5830,15.06593298095165,3,Cheetah Vision
6819,14.615466085845348,4,Paradox Entertainment
7788,14.570780531639027,1,Gunny Entertainment
10975,16.280782858073195,2,Colorado Film Production
1038,17.204616883370306,4,Bazelevs Production
15614,11.747705054247557,1,Tabo Tabo Films
20663,11.747705054247557,1,Radio Télévision Suisse (RTS)
21987,11.747705054247557,1,SRG SSR idée suisse
21990,11.747705054247557,1,Office Fédéral de la Culture
21996,11.747705054247557,1,Loterie Suisse Romande
28336,11.747705054247557,1,Bande a Part Films
34495,11.747705054247557,1,Sampek Productions
92199,11.747705054247557,1,SofiTVCiné 3
92231,11.747705054247557,1,Cofimage 27
92232,11.747705054247557,1,Diligence Films
92233,11.747705054247557,1,Cinéforom
436,19.062800867302027,6,1492 Pictures
7997,18.094667724521287,1,Eurasia Investments
40268,17.288436394878747,1,Hartbeat Productions
5570,14.467654998503814,1,Allied Vision
57986,14.467654998503814,1,The Picture Property Company
57987,14.467654998503814,1,Pheasantry Films
17411,14.24334004181618,2,Polar Entertainment
598,17.702174401734617,4,Team Todd
46108,17.882917419687786,1,Ubu Productions
19724,9.018089684104343,1,Fuzzy Logic Pictures
55143,9.018089684104343,1,Strongman
55144,9.018089684104343,1,Wigwam Films
5723,7.292337176173877,1,Pitchblack Pictures Inc.
6345,7.292337176173877,1,Lighthouse Pictures
11049,7.292337176173877,1,Caliber Media Company
11061,7.292337176173877,1,Motion Picture Corporation of America (MPCA)
1236,17.631012241915474,3,Mandalay Entertainment
1464,18.07647260924961,2,Summer Knowledge LLC
24955,17.33580410486414,2,Paramount Animation
3480,15.714942568058875,1,Illusion Entertainment Group
12263,15.714942568058875,1,Clyde Is Hungry Films
53473,17.09417288434105,3,Canal+ Droits Audiovisuels
54052,16.82844453958897,2,Knickerbocker Films
396,17.380331263965985,4,SLM Production Group
19747,19.020557960391653,5,Brandywine Productions
862,18.365087614462574,3,The Kennedy/Marshall Company
722,18.396328008597184,1,Temple Hill Productions
2046,13.781140620751142,1,Revolver Film
11300,13.781140620751142,1,Waterland Film & TV
11301,13.480931734108163,2,Max TV
21409,18.82418294014217,1,MFP Munich Film Partners GmbH & Company I. Produktions KG
25358,18.198028888588276,2,Krane Entertainment
38005,18.82418294014217,1,Neufeld Rehme Productions
1393,16.129173914277686,2,Tokyo Broadcasting System (TBS)
3219,18.063039433231626,1,Amuse Soft Entertainment
3363,16.129173914277686,2,Mainichi Broadcasting System (MBS)
4641,16.93587540669938,2,Shochiku Company
4649,18.063039433231626,1,Sedic
9149,17.832025484735823,2,Shogakukan
57977,18.063039433231626,1,Asahi Shimbun
91253,18.063039433231626,1,TBS Radio & Communications
23985,12.830753601614568,1,Racing Pictures
23912,15.725603924448437,3,Antidote Films (I)
14041,15.424948470398375,1,Wide Frame Pictures
44223,15.424948470398375,1,Panorama Studios
1824,18.471449266263118,2,Gravier Productions
8530,16.50905210660904,3,Televisió de Catalunya (TV3)
8531,18.833579613065826,1,Versátil Cinema
12010,18.471449266263118,2,Mediapro
24785,18.833579613065826,1,Pontchartrain Productions
5615,12.599994721776683,1,Six Point Harness
67539,12.599994721776683,1,Ars Nova
67540,12.599994721776683,1,Goliath Entertainment
254,13.200391517199133,2,Pandora Filmproduktion
1181,14.515100439682197,1,Telespan 2000
6538,15.468542091642696,2,Antena 3 Films
7343,14.515100439682197,1,Etb (Euskal Telebista)
7344,14.515100439682197,1,Sayaka Producciones Audiovisuales
9335,16.036348386340833,11,Canal+ España
59043,14.515100439682197,1,Vertice 360
417,14.045033716242523,1,Australian Film Commission
9996,18.481166472622565,6,Syncopy
13184,17.72874716756966,7,Annapurna Pictures
816,16.26128675805423,4,FilmEngine
817,18.53127989474301,3,Katalyst Films
12200,18.418688823805052,3,Province of British Columbia Production Services Tax Credit
2760,11.600295111107135,1,Miracle Pictures
11371,11.600295111107135,1,Palomar Pictures (II)
20719,14.690017268075138,3,Manifest Film Company
506,15.582628621810542,5,Newmarket Capital Group
55852,18.811675208838786,1,Pistolero Productions LLC
1861,16.22523459427579,1,Polish Brothers Construction
37145,11.169279559000872,1,Brothers K Productions
1312,17.745137697340777,1,The Mount Company
8997,12.563502304599782,1,SBS Productions
10954,12.563502304599782,1,Globo filmes
81442,12.563502304599782,1,CinemaScópio Produções
2994,19.637313228300346,1,Hollywood Gang Productions
7636,19.637313228300346,1,Nimar Studios
78685,19.974682872387913,2,Cruel and Unusual Films
805,14.501942743323832,1,Serendipity Point Films
2254,14.637389315566239,4,Egoli Tossell Film AG
41077,14.92696598396844,7,A24
496,16.91380418839118,3,David Foster Productions
662,15.27412558066379,1,Turman-Foster Company
2612,13.801736230906645,2,Les Productions du Trésor
6663,10.77369246021493,1,C-Films AG
4391,12.747774649752127,1,Peter McCarthy / Front Films
4392,12.747774649752127,1,Pacific Arts Video
21897,16.251929504415614,2,Foresight Unlimited
23423,15.61334505894196,2,Baumgarten Management and Productions (BMP)
23770,16.258536316233307,3,Signature Entertainment
23867,13.682420210921991,1,Unisol 3 Distribution
919,17.90070563228842,3,Beacon Communications
18990,19.585120379173198,2,Radiant Productions
2755,15.6055418681186,1,Dante Entertainment
2978,15.6055418681186,1,Crusader Entertainment
2979,9.0452242589533,2,ETIC Films
2980,17.141917268362793,3,Forge
2981,15.6055418681186,1,QI Quality International GmbH Co. KG
2982,17.250717347984065,3,Signature Pictures
16850,15.891043902180849,4,ApolloMedia Distribution
87847,15.6055418681186,1,Coco
87848,15.6055418681186,1,Film 111
87849,15.6055418681186,1,Jericho Productions Ltd.
87850,15.6055418681186,1,MFF (Sound of Thunder)
87851,15.6055418681186,1,Matrix Film Finance
87852,15.6055418681186,1,Scenario Lane Productions
8291,2.4849066497880004,1,C.R.G. International
22153,9.928706184585202,2,Trademark Films
67252,2.4849066497880004,1,Micro Fusion 2003-2
49153,14.39656684683452,1,Remark Films
49945,13.825084580398547,1,City on a Hill Productions
15342,16.3440321782813,1,Fifth Avenue Entertainment
53458,16.3440321782813,1,Lakeshore International
235,16.51561444440024,3,Nordisk Film
289,17.935237946797724,11,Ingenious Film Partners
826,14.74811173184512,6,Capitol Films
834,15.406923390328629,1,Potboiler Productions Ltd.
4394,15.406923390328629,1,Northern Ireland Film and Television Commission
5016,15.406923390328629,1,Nepenthe Productions
5267,13.430483785699593,3,Irish Film Board
21872,15.406923390328629,1,Treasure Entertainment
1553,15.60727002719233,1,Selznick International Pictures
7429,18.3032842073456,1,HBO Films
11705,17.058888673821947,2,Los Hooligans Productions
1567,12.224801166769156,1,Fons Rademakers Produktie
22881,18.675022912882213,2,Mayhem Pictures
80510,18.811915363922097,1,Monkey Dance Productions
43910,18.95787754536397,1,South Side Amusement Company
46051,17.246015411796435,2,Clifford Werber Productions
46052,16.42705536527841,1,SW7D Productions
2564,12.672889953842668,1,Ciné@
15671,13.891936042889121,4,France 2 Cinéma
21079,14.615265754259841,2,Hopscotch Features
1174,17.002981707043343,2,Delphi V Productions
12235,19.945150178166525,1,IFP Westcoast Erste
3145,15.687312734865866,1,CN Film
4024,17.334760723419848,2,Pacific Film and Television Commission
10339,16.01829178301927,6,WWE Studios
3853,16.624282934235495,1,Stampede Entertainment
347,17.84772681036331,6,Centropolis Entertainment
54502,17.61177179128028,8,Mel's Cite du Cinema
7486,16.55498190374123,1,American Film Company
5306,15.891220767978972,2,Melnitsa Animation Studio
2481,18.86346367210609,8,Platinum Dunes
7269,13.320433603666373,1,Poison L.P.
4096,14.642812921984891,2,icon
1683,18.126228993223833,2,Andell Entertainment
21911,17.962065966827414,1,Brat Na Pont Productions
762,16.411525470304248,4,Mutual Film Company
1030,13.89807945166577,5,Magnolia Pictures
12199,14.915439777468578,2,Madhouse Entertainment
56010,8.896451207355227,1,Boy in the Box
56011,8.896451207355227,1,2 Bridges Productions
56012,8.896451207355227,1,A2 Entertainment Group
5441,16.286843669336097,1,Ivory Way Productions
1645,18.01266017200943,11,Scott Free Productions
39644,15.096444403426338,1,Cinelou Films
144,13.51678910853047,1,Fono Roma
1398,13.51678910853047,1,Les Films Corona
10932,15.515802680259807,9,The Criterion Collection
485,17.81809545979876,3,Vinyl Films
20157,17.767424993872233,1,KMP Film Invest
10255,13.775788861423484,3,Voltage Pictures
13923,12.664990049038344,1,Sobini Films
87385,16.279363798554442,1,Wallis-Hazen
24455,9.283497892593909,1,Sofica Manon
24457,9.283497892593909,1,Easy Company
24458,9.283497892593909,1,A Plus Image 2
4700,16.711620521595517,2,Linson Entertainment
11391,17.03804484868944,9,Tribeca Productions
379,14.985249617513475,1,Truth and Soul Pictures Inc
7503,17.046315016106533,5,Protozoa Pictures
22566,14.985249617513475,1,Harvest Filmworks
22567,14.985249617513475,1,Plantain Films
7485,16.44490961050308,1,Fox International Productions
48244,16.44490961050308,1,Silvatar Media
388,16.077273656438063,1,Horizon Pictures
1271,19.086699879036363,1,Pariah Entertainment Group
4234,16.14668817289064,3,Original Pictures
7294,15.344590987811655,6,Reliance Entertainment
11733,17.15266445323147,3,Pariah
1575,14.73180128983843,1,Lewis Gilbert Productions
7304,14.73180128983843,1,Modern VideoFilm
467,17.77945530687885,3,Renaissance Pictures
4573,10.886445787656298,1,Castel Film Studio
15048,10.886445787656298,1,Riviera Films
79577,10.886445787656298,1,Sforzando Productions
2188,15.773406776502352,7,Artisan Entertainment
3118,15.526010562443442,2,Madras Talkies
9993,18.82627162477325,7,DC Entertainment
9995,20.52552251000142,1,Cruel & Unusual Films
81620,20.52552251000142,1,TENCENT PICTURES
83838,20.52552251000142,1,Wanda Pictures
178,16.90280659330932,2,Ghoulardi Film Company
376,16.364216241430555,4,Industry Entertainment
69815,12.809081747879002,1,PCH Films
2293,17.17878143662178,1,Silverwood Films
8600,17.28170960020825,2,Electric City Entertainment
8601,18.250464108467256,4,Tim Burton Productions
12275,18.62525290968114,1,Motion Picture Associates
7141,16.851456456074573,2,Aascar Films
4098,17.048092029888586,1,Carnaby International
4250,17.048092029888586,1,Molinare Studios
21937,17.048092029888586,1,Eigerwand Pictures
813,16.683163417269242,2,DiNovi Pictures
32537,14.576512700209724,2,Blossom Films
15742,17.548862870078707,1,Internationale Filmproduktion
5163,17.909855120186375,1,Laura Bickford Productions
27317,17.909855120186375,1,Medienproduktion Poseidon Filmgesellschaft
56804,12.329554964926661,1,On The Corner Films
82962,12.329554964926661,1,Nemperor
82963,12.329554964926661,1,Lorton Entertainment
82964,12.329554964926661,1,Mint Pictures
13671,16.087403323519762,1,ABC Motion Pictures
10807,18.40223440730881,5,Troublemaker Studios
20341,16.048084368209473,1,On My Own
10288,19.09040017431715,3,Don Simpson/Jerry Bruckheimer Films
1,18.505104083898473,8,Lucasfilm
15159,13.270281958408917,3,Snoot Entertainment
20478,19.479473183133337,5,Moving Picture Company (MPC)
27711,18.670569979350415,1,Berlanti Productions
41624,18.80610542305515,5,RatPac-Dune Entertainment
37,15.894081595865613,1,Gramercy Pictures
6556,17.24829528330568,2,Alphaville Productions
2894,15.761420707019587,1,360 Pictures
2895,15.761420707019587,1,Dribble Productions
2896,15.761420707019587,1,Platinum Equity
10697,16.608182076582544,1,Laurel Productions
14555,16.608182076582544,1,Darkside Movie
57031,18.218634887834515,1,Allspark Pictures
34034,18.574256711616346,8,LStar Capital
53638,18.463735903901526,1,Ollin Studio
18736,16.22079536983397,1,Mad Dog Productions
2752,17.84565089396602,2,DENTSU Music And Entertainment
3196,18.377661984142456,1,Tezuka Production Company Ltd.
4673,18.377661984142456,1,King Record Co.
9068,15.24158465882951,3,Kadokawa Shoten Publishing Co.
11073,18.377661984142456,1,Sony Pictures Television
11671,18.377661984142456,1,Studio 4°C
44803,18.377661984142456,1,Imagica Corp.
44804,18.377661984142456,1,Metropolis Project
13866,13.304684934198283,1,The Caddo Company
7217,16.297637914913338,2,See-Saw Films
31835,16.92709106331489,1,Sneak Preview Productions
5374,18.222519935787208,4,Marv Films
73620,17.647459760235424,1,Saville Productions
3610,9.688808079634049,1,Capture Film Internatrional
6288,9.688808079634049,1,Meteor Film Productions
2294,14.28551418721001,1,Traction Media
26995,13.139781241669285,2,Animal Kingdom
19813,18.102189530999357,5,Flower Films (II)
32243,17.415743016375092,1,PeaPie Films
29248,13.742265560442215,3,Ópalo Films
2532,15.243170617882896,2,Batjac Productions
12187,15.88237331743725,1,The Alamo Company
737,15.012030124675947,9,Sidney Kimmel Entertainment
1648,15.15720011660432,2,Gladden Entertainment
284,17.64137554207838,4,DNA Films
10889,18.23097057849132,1,British Film Council
152,17.958792544467155,4,Icon Productions
3281,18.818672159832413,6,GK Films
4143,16.119437150744982,1,Eden Wurmfeld Films
11078,16.119437150744982,1,Cineric
84889,16.119437150744982,1,Michael Alden Productions
84890,16.119437150744982,1,Brad Zions Films
10338,19.171872373484952,1,Perfect World Pictures
53009,16.78587490504562,9,Miramax
365,14.982451848161546,5,Nelson Entertainment
7541,15.531691843672814,2,Sovereign Pictures
89144,16.846149010054017,1,Marquis
1115,16.53402123705741,2,M6 Films
8649,15.86963429165982,1,Mikros Image
12096,15.86963429165982,1,Mandarin Films
60843,15.86963429165982,1,Transfilm International
90333,15.86963429165982,1,La Station d'Animation
6,14.0982877656809,6,RKO Radio Pictures
1205,15.978290091702496,5,Endgame Entertainment
1512,16.169472607018996,4,John Wells Productions
2506,15.20208512982147,1,Dreamachine
7416,15.20208512982147,1,Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)
14737,15.20208512982147,1,Grey Water Park Productions
17594,15.20208512982147,1,John Goldwyn Productions
72153,15.20208512982147,1,Wells Productions
2140,19.552082855443466,1,Aamir Khan Productions
47,17.738973055451066,5,Constantin Film
14175,18.687417765856843,2,Davis Films
10324,16.374438986429773,2,William Castle Productions
14650,12.366267877332406,1,Роскинопрокат
14651,12.366267877332406,1,Флагман-Трейд
856,14.648571172350625,11,Wild Bunch
7504,17.615573429192004,1,Top Rope
58,15.410686338726947,6,Sony Pictures Classics
11510,16.562811233071084,3,Detour Filmproduction
19246,16.145912372571857,3,Faliro House Productions
20313,16.229321143963272,1,Venture Forth
14179,16.8614013447852,1,Creepshow Films Inc.
14180,16.8614013447852,1,Laurel Entertainment Inc.
12808,15.736585191907173,4,Big Beach Films
8802,13.956428353822481,1,Longfellow Pictures
33617,13.956428353822481,1,Jack and Henry Productions Inc.
1450,17.575092201847937,1,Front Street Productions
6736,16.213145593840352,7,Imagenation Abu Dhabi FZ
14739,17.575092201847937,1,Spitfire Pictures
1423,18.681847915341663,4,Escape Artists
53007,18.581842273098985,1,Black and Blu Entertainment
53008,18.581842273098985,1,Finestkind
1757,18.178980466373403,4,Mad Chance
1783,17.794784016416273,1,Jaret Entertainment
351,16.213405830762646,1,Epoch Film Co.
25660,12.341407411099791,1,Huaxia Film Distribution Company
30148,12.341407411099791,1,Bona Film Group
39074,12.341407411099791,1,August 1st Film Studio
7469,12.970996153500266,1,History Films
806,12.594876595889993,4,Téléfilm Canada
12976,10.366821899562273,2,Shadow Shows
64683,10.360152617342683,1,Corvid Pictures
964,15.142582906900781,1,Keith Barish Productions
965,15.677994368831714,2,TAFT Entertainment Pictures
3268,17.938699982091723,4,Home Box Office (HBO)
49096,13.045439503054567,2,Yong Film
7302,15.92003914663013,1,Filmax Entertainment
7956,15.92003914663013,1,Castelao Producciones
9974,16.251327083533532,4,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
52107,15.92003914663013,1,ICF
18705,17.17935215308266,1,Highroad Productions
1435,13.917653703432924,1,Left Turn Films
1436,12.728206296717062,2,Ugly Duckling Films
3592,17.494897007425365,3,Warner Bros. Family Entertainment
8794,17.114781520702884,1,Refugee Films
3221,16.274491815314523,3,Sveriges Television (SVT)
7445,15.419199979438726,1,Cinematograph AB
7446,15.351014786111925,3,Svenska Filminstitutet (SFI)
7448,15.419199979438726,1,Tobis Filmkunst
5084,15.246622051992542,2,Altavista Films
28334,13.637579349471613,1,MUVI Films
84497,13.637579349471613,1,Santo Domingo Films
84498,13.637579349471613,1,Organización Santo Domingo
8299,16.246236687075843,2,Krasnoff Foster Productions
28473,15.28461095907765,2,Shoebox Films
55528,18.73766786557932,1,Oak Productions
8830,16.71565043371717,2,Touchwood Pacific Partners 1
2343,16.72213428133127,3,Red Chillies Entertainment
1047,15.635937007931048,1,Younger Than You
23243,17.71135558804619,2,Sikelia Productions
37765,15.635937007931048,1,Verdi Productions
86096,15.635937007931048,1,Bruce Cohen Productions
1591,16.18114816020256,2,Rhino Films
1187,18.51145613896313,1,Michael London Productions
12157,18.51145613896313,1,Sideways Productions Inc.
11579,14.22097566607244,1,The Mirisch Production Company
14829,14.22097566607244,1,Mirisch Films
3470,17.220125991426123,1,Stone Group Pictures
26149,19.616358395431945,1,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG
1256,16.819151872435246,1,Producers Sales Organization
1766,16.819151872435246,1,Dieter Geissler Filmproduktion
33772,16.819151872435246,1,Bavaria Studios
2378,18.692496240844182,2,Offspring Entertainment
17087,14.151982794585487,1,A.M.A. Film
94198,14.151982794585487,1,Pork Pie Productions
94199,14.151982794585487,1,New Zealand United
94200,14.151982794585487,1,New Zealand Railways
94201,14.151982794585487,1,New Zealand Motor Corporation
89312,2.0794415416798357,1,Fred Berner Films
89425,2.0794415416798357,1,Zeke Productions
10619,18.11898413842143,1,Azoff Entertainment
79031,18.394717661156392,1,Chatrone
30,18.609327928407478,2,Eddie Murphy Productions
1947,16.58315761202212,3,New Deal Productions
39288,15.89831780430041,1,Gotham Entertainment Group
6237,14.230969128091429,2,Porchlight Films
7786,18.31814583731518,2,FilmWorks
20665,18.358805340234277,1,4M
20666,18.358805340234277,1,MID Foundation
1216,14.975473592829537,6,Dino de Laurentiis Cinematografica
1497,7.915206789253269,2,Marianne Productions
521,19.6560775530269,6,DreamWorks Animation
932,16.1637489728669,7,Mirage Enterprises
21468,16.31961736601873,1,1818
21469,16.31961736601873,1,Lone Wolf McQuade Associates
21470,16.31961736601873,1,Topkick Productions
8255,10.809748150372926,1,Antoinine Green Bridge
8256,10.809748150372926,1,"Scottish Arts Council, The"
8257,10.809748150372926,1,The Scottish Arts Council
881,11.502875129116727,1,Daiei Studios
10086,13.22347126343721,1,Arsénico Producciones
12955,13.22347126343721,1,Zip Films
23501,13.22347126343721,1,Fine Productions
23502,13.22347126343721,1,Karbo Vantas Entertainment
70,16.736767456184555,12,American Zoetrope
3088,16.722285727797043,2,Delphi III Productions
7330,15.647916625864221,2,Blind Spot Pictures Oy
9282,15.911690109322544,1,27 Films Production
10229,15.911690109322544,1,New Holland Pictures
429,18.75403339005886,7,DC Comics
450,18.582385731880223,3,Anarchos Productions
7307,14.904010267142674,2,Medienboard Berlin-Brandenburg
23889,18.70217648294158,1,Fünfte Babelsberg Film
76,16.119787618773152,1,Zentropa Entertainments
771,17.943304883996603,2,Mandate Pictures
8818,17.001031911695545,2,Vincent Pictures
17032,16.626901336021046,1,Barry Mendel Productions
93521,16.626901336021046,1,Rye Road Productions
93522,16.626901336021046,1,Babe Ruthless Productions
7493,15.552050001330938,6,FilmNation Entertainment
14734,16.712136550630788,1,Oren Peli / Brian Witten Pictures
5295,2.302585092994046,1,Gato Negro Films
174,17.54436674963235,6,Warner Bros. Pictures
37816,12.739376725132542,1,Freeman Film
39004,12.739376725132542,1,Subotica Entertainment
3353,14.29718970701992,3,Element Pictures
13242,12.947898079235841,1,Unanimous Pictures
37343,12.947898079235841,1,UKFS
5842,16.175971657527928,3,Sandollar Productions
584,14.946912669455374,1,Norma Productions
7142,15.590462908875947,1,Eros Entertainment
60536,15.590462908875947,1,Nadiadwala Grandson Entertainment
13034,15.064015043406602,1,Warner Bros. Interactive Entertainment
19019,15.064015043406602,1,Rob Thomas Productions
19378,15.064015043406602,1,Spondoolie Productions
38656,15.064015043406602,1,WARNER BROS DIGITAL DISTRIBUTION
95406,15.064015043406602,1,In The Groove
774,17.46295577288276,1,Valkyrie Films
326,18.158444730260392,1,Laura Ziskin Productions
19523,18.158444730260392,1,AFG Talons Productions
2785,16.7586927530007,5,Warner Bros. Animation
7899,16.25014479559586,1,Cartoon Network Studios
5801,14.075515888487386,1,The Film Department
36433,14.075515888487386,1,MJW Films
35,16.26084123678452,13,Lions Gate Films
11362,20.114960418462882,1,Mark Gordon Productions
1023,17.65292501058449,1,Nelvana Limited
46222,18.82364843586606,3,Hey Eddie
10227,17.620913443199186,4,Mandeville Films
1460,15.147348733288107,1,Loew's
1557,17.208220586219774,4,The Mark Gordon Company
83036,18.272581154295576,1,Joint Effort
516,14.726658840553421,4,Seven Arts Productions
608,9.332026890232783,1,Dor Film Produktionsgesellschaft GmbH
5766,13.972768939708683,4,ARTE
7333,13.698016345123207,2,Bayerischer Rundfunk (BR)
19639,13.729263895183683,3,Film House Germany
33199,9.332026890232783,1,Bahr Productions Inc.
44225,11.63241351439559,2,Construction Film
4448,15.60727002719233,1,Grandon Productions
8874,16.26313114196135,1,N1 European Film Produktions GmbH & Co. KG
14652,16.26313114196135,1,Baumgarten Merims Productions
27450,14.71194382903892,1,The Combine
27451,14.71194382903892,1,Bluegrass Films
8846,15.603812724268785,1,Peerford Ltd.
11791,0.6931471805599453,1,People Tree Films
3672,16.75620355890122,3,Gotham Group
23700,12.489189312359024,1,Abbolita Productions
23701,12.489189312359024,1,Starstream Entertainment
16945,14.250470150167219,2,Red Crown Productions
2780,13.877529575800978,2,Cube Vision
49968,18.64244186815439,1,Will Packer Productions
83397,18.64244186815439,1,Reel Chefs Catering
2956,17.472599893550985,1,The Geffen Company
3169,18.802012827578864,5,Zide-Perry Productions
13962,16.480193862361272,1,Innovisions
35873,9.530174967444372,1,Schorr Pictures
49964,9.530174967444372,1,Provenance Pictures
49965,9.530174967444372,1,RCR Pictures
342,18.82415601876078,5,Davis-Films
7571,19.052275171595042,2,LionsGate
28384,19.14422396840224,1,Ex3 Productions
40822,19.14422396840224,1,Fipex Holding
9321,16.067237945898487,1,Forthcoming Productions
9323,16.067237945898487,1,Beachfront Films
9324,16.067237945898487,1,Chimera Films LLC
9325,16.067237945898487,1,Informant Media
829,17.96633051004992,7,Vertigo Entertainment
20669,18.606795049174295,1,Winking Productions
12552,16.13460875605705,1,Marty Katz Productions
6542,16.502263643578942,1,Pricel
16978,16.502263643578942,1,Lightmotive
